item_id,title,category,subcategory,brand,description,price,content_tags,base_quality,exposure_weight,is_cold_start_item,launch_date,price_percentile
1514,Kravix Pro Smart Watche 659,Electronics,Smart Watches,Kravix,"Kravix Pro Smart Watches built for gifting. This Electronics product features professional and fast charging construction. Part of the Kravix Smart Watches range, it is designed for enthusiasts who want reliable smart watches performance. Key attributes: professional, fast charging, bluetooth.",4924.62,professional|fast-charging|bluetooth,0.7789,0.00013576420258814455,0,2026-02-03,0.8464
1515,Margin Pro Academic 422,Books & Media,Academic,Margin,"Margin Pro Academic built for home use. This Books & Media product features hardcover and award winning construction. Part of the Margin Academic range, it is designed for students who want reliable academic performance. Key attributes: hardcover, award winning, beginner friendly, reference, series.",730.95,hardcover|award-winning|beginner-friendly|reference|series,0.9158,0.0002526773482314364,0,2024-11-30,0.3372
1516,Denimworks Pro Men's Clothing 305,Fashion,Men's Clothing,Denimworks,"Denimworks Pro Men's Clothing built for travel. This Fashion product features casual and leather construction. Part of the Denimworks Men's Clothing range, it is designed for students who want reliable men's clothing performance. Key attributes: casual, leather, seasonal, cotton.",1432.45,casual|leather|seasonal|cotton,0.8225,5.39052483295636e-07,1,2026-06-03,0.5384
1517,Drivemax Heritage Lubricant 742,Automotive,Lubricants,Drivemax,"Drivemax Heritage Lubricants built for long-term use. This Automotive product features high performance and universal fit construction. Part of the Drivemax Lubricants range, it is designed for enthusiasts who want reliable lubricants performance. Key attributes: high performance, universal fit, anti rust, weatherproof, certified.",314.15,high-performance|universal-fit|anti-rust|weatherproof|certified,0.7113,8.866571302234068e-05,0,2025-05-22,0.1416
1518,Glowmark Elite Bath & Body 364,Beauty & Personal Care,Bath & Body,Glowmark,"Glowmark Elite Bath & Body built for home use. This Beauty & Personal Care product features paraben free and hydrating construction. Part of the Glowmark Bath & Body range, it is designed for value-conscious shoppers who want reliable bath & body performance. Key attributes: paraben free, hydrating, fragrance free, long lasting, sensitive skin.",623.45,paraben-free|hydrating|fragrance-free|long-lasting|sensitive-skin,0.5573,8.083352628176143e-05,0,2025-06-26,0.2868
1519,Optiwave Studio Laptop 144,Electronics,Laptops,Optiwave,"Optiwave Studio Laptops built for outdoor use. This Electronics product features professional and long battery construction. Part of the Optiwave Laptops range, it is designed for families who want reliable laptops performance. Key attributes: professional, long battery, portable.",25730.39,professional|long-battery|portable,0.8189,0.00030645707291893944,0,2025-09-12,0.992
1520,Verdant Classic Watche 900,Fashion,Watches,Verdant,"Verdant Classic Watches built for outdoor use. This Fashion product features seasonal and sustainable construction. Part of the Verdant Watches range, it is designed for families who want reliable watches performance. Key attributes: seasonal, sustainable, lightweight, breathable.",1513.67,seasonal|sustainable|lightweight|breathable,0.8811,0.0007505699047557022,0,2024-11-14,0.5604
1521,Roastcraft Ultra Condiment 416,Grocery & Gourmet,Condiments,Roastcraft,"Roastcraft Ultra Condiments built for everyday convenience. This Grocery & Gourmet product features organic and no preservatives construction. Part of the Roastcraft Condiments range, it is designed for first-time buyers who want reliable condiments performance. Key attributes: organic, no preservatives, vegan, high protein, artisanal.",154.16,organic|no-preservatives|vegan|high-protein|artisanal,0.8997,1.6930805661857312e-06,1,2026-06-04,0.0384
1522,Aurelis Pro Tablet 521,Electronics,Tablets,Aurelis,"Aurelis Pro Tablets built for daily use. This Electronics product features voice assistant and professional construction. Part of the Aurelis Tablets range, it is designed for families who want reliable tablets performance. Key attributes: voice assistant, professional, fast charging, long battery.",11963.43,voice-assistant|professional|fast-charging|long-battery,0.8734,0.0007446738441917868,0,2025-10-20,0.9516
1523,Terracot Advanced Dinnerware 412,Home & Kitchen,Dinnerware,Terracot,"Terracot Advanced Dinnerware built for professional use. This Home & Kitchen product features eco friendly and handcrafted construction. Part of the Terracot Dinnerware range, it is designed for first-time buyers who want reliable dinnerware performance. Key attributes: eco friendly, handcrafted, energy efficient, durable.",1117.74,eco-friendly|handcrafted|energy-efficient|durable,0.7751,0.0008214210669364698,0,2025-03-28,0.4624
1524,Axlepro Advanced Electronics & GPS 140,Automotive,Electronics & GPS,Axlepro,"Axlepro Advanced Electronics & GPS built for travel. This Automotive product features heavy duty and certified construction. Part of the Axlepro Electronics & GPS range, it is designed for professionals who want reliable electronics & gps performance. Key attributes: heavy duty, certified, anti rust.",277.58,heavy-duty|certified|anti-rust,0.4251,0.0015167338126161481,0,2026-03-15,0.1184
1525,Aurelis Elite Camera 838,Electronics,Cameras,Aurelis,"Aurelis Elite Cameras built for travel. This Electronics product features fast charging and high resolution construction. Part of the Aurelis Cameras range, it is designed for frequent travellers who want reliable cameras performance. Key attributes: fast charging, high resolution, noise cancelling.",8657.43,fast-charging|high-resolution|noise-cancelling,0.6431,0.006115542454894475,0,2025-09-24,0.9204
1526,Orchardly Advanced Organic Food 942,Grocery & Gourmet,Organic Foods,Orchardly,"Orchardly Advanced Organic Foods built for home use. This Grocery & Gourmet product features wholegrain and single origin construction. Part of the Orchardly Organic Foods range, it is designed for students who want reliable organic foods performance. Key attributes: wholegrain, single origin, organic.",133.13,wholegrain|single-origin|organic,0.8378,9.991277498641941e-05,0,2025-03-08,0.0272
1527,Roastcraft Elite Spice 524,Grocery & Gourmet,Spices,Roastcraft,"Roastcraft Elite Spices built for gifting. This Grocery & Gourmet product features high protein and resealable construction. Part of the Roastcraft Spices range, it is designed for professionals who want reliable spices performance. Key attributes: high protein, resealable, farm sourced, single origin, cold pressed.",172.3,high-protein|resealable|farm-sourced|single-origin|cold-pressed,0.5529,0.0009671088723024933,0,2025-09-28,0.0492
1528,Claypeak Ultra Lighting 132,Home & Kitchen,Lighting,Claypeak,"Claypeak Ultra Lighting built for everyday convenience. This Home & Kitchen product features energy efficient and stainless steel construction. Part of the Claypeak Lighting range, it is designed for enthusiasts who want reliable lighting performance. Key attributes: energy efficient, stainless steel, modular, compact.",1026.66,energy-efficient|stainless-steel|modular|compact,0.9426,6.7402397105123e-05,0,2025-11-26,0.434
1529,Nexovia Lite Speaker 380,Electronics,Speakers,Nexovia,"Nexovia Lite Speakers built for daily use. This Electronics product features wireless and touchscreen construction. Part of the Nexovia Speakers range, it is designed for professionals who want reliable speakers performance. Key attributes: wireless, touchscreen, professional.",7864.05,wireless|touchscreen|professional,0.5844,0.0006749971618840891,0,2025-01-03,0.9112
1530,Nexovia Signature Smartphone 304,Electronics,Smartphones,Nexovia,"Nexovia Signature Smartphones built for everyday convenience. This Electronics product features gaming and portable construction. Part of the Nexovia Smartphones range, it is designed for frequent travellers who want reliable smartphones performance. Key attributes: gaming, portable, high resolution, fast charging, professional.",16598.86,gaming|portable|high-resolution|fast-charging|professional,0.871,0.0002922728057295484,0,2024-08-19,0.976
1531,Restora Ultra Wellness Tech 290,Health & Wellness,Wellness Tech,Restora,"Restora Ultra Wellness Tech built for professional use. This Health & Wellness product features ayurvedic and sugar free construction. Part of the Restora Wellness Tech range, it is designed for enthusiasts who want reliable wellness tech performance. Key attributes: ayurvedic, sugar free, doctor recommended, iso certified.",730.25,ayurvedic|sugar-free|doctor-recommended|iso-certified,0.6844,0.0019536795544279526,0,2025-12-31,0.336
1532,Spicehaus Ultra Breakfast 733,Grocery & Gourmet,Breakfast,Spicehaus,"Spicehaus Ultra Breakfast built for daily use. This Grocery & Gourmet product features cold pressed and gluten free construction. Part of the Spicehaus Breakfast range, it is designed for families who want reliable breakfast performance. Key attributes: cold pressed, gluten free, high protein.",178.61,cold-pressed|gluten-free|high-protein,0.5897,0.00017584743675914087,0,2025-11-04,0.0532
1533,Hearthline Heritage Furniture 150,Home & Kitchen,Furniture,Hearthline,"Hearthline Heritage Furniture built for professional use. This Home & Kitchen product features non stick and premium finish construction. Part of the Hearthline Furniture range, it is designed for enthusiasts who want reliable furniture performance. Key attributes: non stick, premium finish, handcrafted, durable.",3049.74,non-stick|premium-finish|handcrafted|durable,0.6196,0.0003679046187963112,0,2025-12-29,0.7664
1534,Autoloom Lite Safety 313,Automotive,Safety,Autoloom,"Autoloom Lite Safety built for outdoor use. This Automotive product features anti rust and universal fit construction. Part of the Autoloom Safety range, it is designed for gift shoppers who want reliable safety performance. Key attributes: anti rust, universal fit, weatherproof, oem grade.",2511.4,anti-rust|universal-fit|weatherproof|oem-grade,0.4989,3.2266204219814134e-07,1,2026-06-26,0.712
1535,Byteforge Max Headphone 683,Electronics,Headphones,Byteforge,"Byteforge Max Headphones built for daily use. This Electronics product features touchscreen and voice assistant construction. Part of the Byteforge Headphones range, it is designed for professionals who want reliable headphones performance. Key attributes: touchscreen, voice assistant, wireless, fast charging.",15801.7,touchscreen|voice-assistant|wireless|fast-charging,0.6138,0.0005733138271949323,0,2024-08-17,0.9724
1536,Volante Lite Smartphone 605,Electronics,Smartphones,Volante,"Volante Lite Smartphones built for home use. This Electronics product features portable and noise cancelling construction. Part of the Volante Smartphones range, it is designed for enthusiasts who want reliable smartphones performance. Key attributes: portable, noise cancelling, voice assistant.",10342.94,portable|noise-cancelling|voice-assistant,0.823,7.761900670804749e-05,0,2024-12-12,0.936
1537,Vestira Pro Handbag 743,Fashion,Handbags,Vestira,"Vestira Pro Handbags built for everyday convenience. This Fashion product features breathable and casual construction. Part of the Vestira Handbags range, it is designed for frequent travellers who want reliable handbags performance. Key attributes: breathable, casual, seasonal, handcrafted, leather.",746.33,breathable|casual|seasonal|handcrafted|leather,0.8936,0.0005538200727307136,0,2024-11-02,0.3428
1538,Roastcraft Pro Beverage 640,Grocery & Gourmet,Beverages,Roastcraft,"Roastcraft Pro Beverages built for outdoor use. This Grocery & Gourmet product features wholegrain and sugar free construction. Part of the Roastcraft Beverages range, it is designed for professionals who want reliable beverages performance. Key attributes: wholegrain, sugar free, artisanal, farm sourced, vegan.",446.98,wholegrain|sugar-free|artisanal|farm-sourced|vegan,0.7564,0.00016810684378761522,0,2025-09-06,0.2056
1539,Nordhaus Advanced Home Decor 358,Home & Kitchen,Home Decor,Nordhaus,"Nordhaus Advanced Home Decor built for long-term use. This Home & Kitchen product features stainless steel and premium finish construction. Part of the Nordhaus Home Decor range, it is designed for value-conscious shoppers who want reliable home decor performance. Key attributes: stainless steel, premium finish, modular, energy efficient.",342.57,stainless-steel|premium-finish|modular|energy-efficient,0.7571,0.0032849996843651746,0,2026-03-09,0.156
1540,Grainmill Elite Condiment 632,Grocery & Gourmet,Condiments,Grainmill,"Grainmill Elite Condiments built for gifting. This Grocery & Gourmet product features gluten free and cold pressed construction. Part of the Grainmill Condiments range, it is designed for families who want reliable condiments performance. Key attributes: gluten free, cold pressed, organic, wholegrain.",143.73,gluten-free|cold-pressed|organic|wholegrain,0.6957,5.68526635385769e-05,0,2026-02-19,0.0324
1541,Vestira Ultra Women's Clothing 736,Fashion,Women's Clothing,Vestira,"Vestira Ultra Women's Clothing built for travel. This Fashion product features leather and cotton construction. Part of the Vestira Women's Clothing range, it is designed for students who want reliable women's clothing performance. Key attributes: leather, cotton, slim fit.",4428.22,leather|cotton|slim-fit,0.8893,0.00035132981583867233,0,2024-08-08,0.8312
1542,Grainmill Classic Condiment 413,Grocery & Gourmet,Condiments,Grainmill,"Grainmill Classic Condiments built for travel. This Grocery & Gourmet product features high protein and sugar free construction. Part of the Grainmill Condiments range, it is designed for families who want reliable condiments performance. Key attributes: high protein, sugar free, no preservatives, cold pressed.",269.11,high-protein|sugar-free|no-preservatives|cold-pressed,0.4244,0.00012497426605302187,0,2025-12-13,0.114
1543,Fieldnote Lite Beverage 978,Grocery & Gourmet,Beverages,Fieldnote,"Fieldnote Lite Beverages built for long-term use. This Grocery & Gourmet product features vegan and sugar free construction. Part of the Fieldnote Beverages range, it is designed for students who want reliable beverages performance. Key attributes: vegan, sugar free, gluten free, no preservatives.",664.05,vegan|sugar-free|gluten-free|no-preservatives,0.4667,3.4068621274039524e-07,1,2026-06-04,0.306
1544,Claypeak Everyday Bedding 704,Home & Kitchen,Bedding,Claypeak,"Claypeak Everyday Bedding built for gifting. This Home & Kitchen product features compact and durable construction. Part of the Claypeak Bedding range, it is designed for first-time buyers who want reliable bedding performance. Key attributes: compact, durable, eco friendly, non stick.",2422.74,compact|durable|eco-friendly|non-stick,0.4619,9.39520484796009e-05,0,2025-02-15,0.7048
1545,Verdant Compact Men's Clothing 503,Fashion,Men's Clothing,Verdant,"Verdant Compact Men's Clothing built for travel. This Fashion product features lightweight and sustainable construction. Part of the Verdant Men's Clothing range, it is designed for value-conscious shoppers who want reliable men's clothing performance. Key attributes: lightweight, sustainable, cotton, formal, everyday.",728.2,lightweight|sustainable|cotton|formal|everyday,0.6022,0.0001868941748457595,0,2025-10-15,0.334
1546,Brickworks Elite Remote Control 755,Toys & Games,Remote Control,Brickworks,"Brickworks Elite Remote Control built for home use. This Toys & Games product features multiplayer and non toxic construction. Part of the Brickworks Remote Control range, it is designed for enthusiasts who want reliable remote control performance. Key attributes: multiplayer, non toxic, age 3 plus, creative, collectible.",1830.27,multiplayer|non-toxic|age-3-plus|creative|collectible,0.8681,0.00020513696792191799,0,2026-03-05,0.622
1547,Cassia Everyday Ethnic Wear 833,Fashion,Ethnic Wear,Cassia,"Cassia Everyday Ethnic Wear built for daily use. This Fashion product features casual and formal construction. Part of the Cassia Ethnic Wear range, it is designed for frequent travellers who want reliable ethnic wear performance. Key attributes: casual, formal, leather.",3726.23,casual|formal|leather,0.6943,5.671028274010987e-05,0,2025-10-02,0.8048
1548,Marlowe Lite Watche 317,Fashion,Watches,Marlowe,"Marlowe Lite Watches built for professional use. This Fashion product features slim fit and seasonal construction. Part of the Marlowe Watches range, it is designed for gift shoppers who want reliable watches performance. Key attributes: slim fit, seasonal, formal, cotton.",1188.98,slim-fit|seasonal|formal|cotton,0.5521,0.00019060578583264453,0,2025-01-22,0.4828
1549,Playnest Prime Doll 567,Toys & Games,Dolls,Playnest,"Playnest Prime Dolls built for daily use. This Toys & Games product features age 8 plus and outdoor construction. Part of the Playnest Dolls range, it is designed for enthusiasts who want reliable dolls performance. Key attributes: age 8 plus, outdoor, non toxic, educational, battery operated.",672.87,age-8-plus|outdoor|non-toxic|educational|battery-operated,0.9057,2.7207639381812925e-07,1,2026-06-07,0.3108
1550,Auralux Max Skincare 188,Beauty & Personal Care,Skincare,Auralux,"Auralux Max Skincare built for daily use. This Beauty & Personal Care product features sensitive skin and dermatologist tested construction. Part of the Auralux Skincare range, it is designed for first-time buyers who want reliable skincare performance. Key attributes: sensitive skin, dermatologist tested, spf.",951.81,sensitive-skin|dermatologist-tested|spf,0.9157,9.85132269019322e-05,0,2024-07-27,0.412
1551,Orchardly Ultra Baking 291,Grocery & Gourmet,Baking,Orchardly,"Orchardly Ultra Baking built for everyday convenience. This Grocery & Gourmet product features single origin and wholegrain construction. Part of the Orchardly Baking range, it is designed for gift shoppers who want reliable baking performance. Key attributes: single origin, wholegrain, sugar free.",606.5,single-origin|wholegrain|sugar-free,0.7268,0.0003339672086778566,0,2025-07-24,0.2772
1552,Silkroute Prime Activewear 843,Fashion,Activewear,Silkroute,"Silkroute Prime Activewear built for long-term use. This Fashion product features seasonal and slim fit construction. Part of the Silkroute Activewear range, it is designed for value-conscious shoppers who want reliable activewear performance. Key attributes: seasonal, slim fit, printed, sustainable, breathable.",3286.95,seasonal|slim-fit|printed|sustainable|breathable,0.8551,0.00037122205545464613,0,2026-02-24,0.7796
1553,Urbanknot Essential Women's Clothing 891,Fashion,Women's Clothing,Urbanknot,"Urbanknot Essential Women's Clothing built for everyday convenience. This Fashion product features handcrafted and printed construction. Part of the Urbanknot Women's Clothing range, it is designed for gift shoppers who want reliable women's clothing performance. Key attributes: handcrafted, printed, seasonal, sustainable, cotton.",2419.13,handcrafted|printed|seasonal|sustainable|cotton,0.6265,0.00043598868912899725,0,2024-09-02,0.7044
1554,Grainmill Compact Baking 715,Grocery & Gourmet,Baking,Grainmill,"Grainmill Compact Baking built for home use. This Grocery & Gourmet product features wholegrain and sugar free construction. Part of the Grainmill Baking range, it is designed for first-time buyers who want reliable baking performance. Key attributes: wholegrain, sugar free, gluten free, farm sourced.",156.03,wholegrain|sugar-free|gluten-free|farm-sourced,0.7542,0.00023430526070731048,0,2025-11-15,0.0416
1555,Harvestly Ultra Spice 839,Grocery & Gourmet,Spices,Harvestly,"Harvestly Ultra Spices built for outdoor use. This Grocery & Gourmet product features farm sourced and resealable construction. Part of the Harvestly Spices range, it is designed for professionals who want reliable spices performance. Key attributes: farm sourced, resealable, high protein, cold pressed, organic.",144.73,farm-sourced|resealable|high-protein|cold-pressed|organic,0.7335,0.00022964288225585147,0,2025-09-21,0.0332
1556,Claypeak Compact Cookware 444,Home & Kitchen,Cookware,Claypeak,"Claypeak Compact Cookware built for gifting. This Home & Kitchen product features durable and minimalist construction. Part of the Claypeak Cookware range, it is designed for students who want reliable cookware performance. Key attributes: durable, minimalist, space saving, premium finish, energy efficient.",1302.97,durable|minimalist|space-saving|premium-finish|energy-efficient,0.836,0.00013617556759749205,0,2025-10-02,0.5124
1557,Nordhaus Advanced Dinnerware 769,Home & Kitchen,Dinnerware,Nordhaus,"Nordhaus Advanced Dinnerware built for professional use. This Home & Kitchen product features non stick and durable construction. Part of the Nordhaus Dinnerware range, it is designed for frequent travellers who want reliable dinnerware performance. Key attributes: non stick, durable, minimalist, modular, handcrafted.",755.76,non-stick|durable|minimalist|modular|handcrafted,0.7436,0.00010739220254526736,0,2025-06-20,0.3468
1558,Optiwave Studio Headphone 977,Electronics,Headphones,Optiwave,"Optiwave Studio Headphones built for travel. This Electronics product features wireless and fast charging construction. Part of the Optiwave Headphones range, it is designed for families who want reliable headphones performance. Key attributes: wireless, fast charging, bluetooth, long battery.",5752.33,wireless|fast-charging|bluetooth|long-battery,0.4317,1.3919465244549105e-07,1,2026-06-02,0.872
1559,Coppernest Essential Cookware 204,Home & Kitchen,Cookware,Coppernest,"Coppernest Essential Cookware built for daily use. This Home & Kitchen product features stainless steel and non stick construction. Part of the Coppernest Cookware range, it is designed for enthusiasts who want reliable cookware performance. Key attributes: stainless steel, non stick, compact, handcrafted, modular.",440.96,stainless-steel|non-stick|compact|handcrafted|modular,0.7274,7.285012944854007e-05,0,2025-04-25,0.202
1560,Medipeak Elite Wellness Tech 179,Health & Wellness,Wellness Tech,Medipeak,"Medipeak Elite Wellness Tech built for travel. This Health & Wellness product features iso certified and immunity construction. Part of the Medipeak Wellness Tech range, it is designed for students who want reliable wellness tech performance. Key attributes: iso certified, immunity, ayurvedic.",3783.49,iso-certified|immunity|ayurvedic,0.8968,0.0012006746258774509,0,2025-02-26,0.806
1561,Lumitek Signature Headphone 857,Electronics,Headphones,Lumitek,"Lumitek Signature Headphones built for outdoor use. This Electronics product features voice assistant and gaming construction. Part of the Lumitek Headphones range, it is designed for professionals who want reliable headphones performance. Key attributes: voice assistant, gaming, noise cancelling.",4414.58,voice-assistant|gaming|noise-cancelling,0.5351,0.00016003459709365136,0,2025-11-18,0.83
1562,Rovena Studio Yoga 655,Sports & Outdoors,Yoga,Rovena,"Rovena Studio Yoga built for gifting. This Sports & Outdoors product features anti slip and high impact construction. Part of the Rovena Yoga range, it is designed for value-conscious shoppers who want reliable yoga performance. Key attributes: anti slip, high impact, shock absorbing, weather resistant, durable.",1932.37,anti-slip|high-impact|shock-absorbing|weather-resistant|durable,0.5544,7.093443598028301e-05,0,2024-07-16,0.64
1563,Byteforge Compact Speaker 461,Electronics,Speakers,Byteforge,"Byteforge Compact Speakers built for long-term use. This Electronics product features wireless and touchscreen construction. Part of the Byteforge Speakers range, it is designed for professionals who want reliable speakers performance. Key attributes: wireless, touchscreen, high resolution.",12515.82,wireless|touchscreen|high-resolution,0.7905,6.144409871832559e-05,0,2025-07-03,0.9556
1564,Claypeak Heritage Small Appliance 655,Home & Kitchen,Small Appliances,Claypeak,"Claypeak Heritage Small Appliances built for home use. This Home & Kitchen product features stainless steel and dishwasher safe construction. Part of the Claypeak Small Appliances range, it is designed for value-conscious shoppers who want reliable small appliances performance. Key attributes: stainless steel, dishwasher safe, compact.",812.36,stainless-steel|dishwasher-safe|compact,0.6734,6.963842296056363e-05,0,2024-07-02,0.3696
1565,Harvestly Studio Condiment 831,Grocery & Gourmet,Condiments,Harvestly,"Harvestly Studio Condiments built for long-term use. This Grocery & Gourmet product features resealable and artisanal construction. Part of the Harvestly Condiments range, it is designed for value-conscious shoppers who want reliable condiments performance. Key attributes: resealable, artisanal, no preservatives, sugar free.",427.08,resealable|artisanal|no-preservatives|sugar-free,0.8363,5.72836913314012e-05,0,2026-04-11,0.1956
1566,Ironvale Classic Swimming 107,Sports & Outdoors,Swimming,Ironvale,"Ironvale Classic Swimming built for everyday convenience. This Sports & Outdoors product features professional and compact construction. Part of the Ironvale Swimming range, it is designed for frequent travellers who want reliable swimming performance. Key attributes: professional, compact, ergonomic, anti slip, beginner friendly.",3013.07,professional|compact|ergonomic|anti-slip|beginner-friendly,0.7353,0.0003551527600673908,0,2025-10-16,0.7628
1567,Nexovia Lite Speaker 520,Electronics,Speakers,Nexovia,"Nexovia Lite Speakers built for outdoor use. This Electronics product features long battery and portable construction. Part of the Nexovia Speakers range, it is designed for frequent travellers who want reliable speakers performance. Key attributes: long battery, portable, waterproof, voice assistant, gaming.",10635.28,long-battery|portable|waterproof|voice-assistant|gaming,0.7275,6.108494871508135e-05,0,2024-10-23,0.9396
1568,Claypeak Lite Bedding 122,Home & Kitchen,Bedding,Claypeak,"Claypeak Lite Bedding built for travel. This Home & Kitchen product features premium finish and minimalist construction. Part of the Claypeak Bedding range, it is designed for students who want reliable bedding performance. Key attributes: premium finish, minimalist, space saving.",690.61,premium-finish|minimalist|space-saving,0.6826,0.0003850472655165928,0,2026-01-05,0.3176
1569,Nexovia Everyday Camera 702,Electronics,Cameras,Nexovia,"Nexovia Everyday Cameras built for everyday convenience. This Electronics product features long battery and waterproof construction. Part of the Nexovia Cameras range, it is designed for frequent travellers who want reliable cameras performance. Key attributes: long battery, waterproof, fast charging, high resolution.",29472.44,long-battery|waterproof|fast-charging|high-resolution,0.874,5.931368236882597e-05,0,2025-03-03,0.996
1570,Claypeak Essential Home Decor 405,Home & Kitchen,Home Decor,Claypeak,"Claypeak Essential Home Decor built for professional use. This Home & Kitchen product features space saving and handcrafted construction. Part of the Claypeak Home Decor range, it is designed for value-conscious shoppers who want reliable home decor performance. Key attributes: space saving, handcrafted, premium finish, modular.",1153.54,space-saving|handcrafted|premium-finish|modular,0.6795,6.705506181200477e-05,0,2025-12-05,0.4748
1571,Nutriva Compact Condiment 272,Grocery & Gourmet,Condiments,Nutriva,"Nutriva Compact Condiments built for long-term use. This Grocery & Gourmet product features cold pressed and high protein construction. Part of the Nutriva Condiments range, it is designed for professionals who want reliable condiments performance. Key attributes: cold pressed, high protein, sugar free.",617.08,cold-pressed|high-protein|sugar-free,0.7054,0.0004879006836056596,0,2024-10-25,0.2844
1572,Silkroute Studio Activewear 603,Fashion,Activewear,Silkroute,"Silkroute Studio Activewear built for home use. This Fashion product features casual and formal construction. Part of the Silkroute Activewear range, it is designed for families who want reliable activewear performance. Key attributes: casual, formal, lightweight.",1871.48,casual|formal|lightweight,0.5772,5.867311515474768e-05,0,2025-03-24,0.6328
1573,Hearthline Prime Bedding 373,Home & Kitchen,Bedding,Hearthline,"Hearthline Prime Bedding built for everyday convenience. This Home & Kitchen product features compact and durable construction. Part of the Hearthline Bedding range, it is designed for students who want reliable bedding performance. Key attributes: compact, durable, premium finish, stainless steel, handcrafted.",2159.41,compact|durable|premium-finish|stainless-steel|handcrafted,0.8773,6.047342517934111e-05,0,2025-06-14,0.6732
1574,Purecraft Pro Makeup 903,Beauty & Personal Care,Makeup,Purecraft,"Purecraft Pro Makeup built for everyday convenience. This Beauty & Personal Care product features spf and natural extracts construction. Part of the Purecraft Makeup range, it is designed for professionals who want reliable makeup performance. Key attributes: spf, natural extracts, fragrance free.",327.95,spf|natural-extracts|fragrance-free,0.9214,7.289474886951695e-05,0,2025-11-22,0.1476
1575,Pistonworks Signature Car Accessorie 453,Automotive,Car Accessories,Pistonworks,"Pistonworks Signature Car Accessories built for everyday convenience. This Automotive product features anti rust and high performance construction. Part of the Pistonworks Car Accessories range, it is designed for gift shoppers who want reliable car accessories performance. Key attributes: anti rust, high performance, heavy duty, easy install.",1263.48,anti-rust|high-performance|heavy-duty|easy-install,0.8504,0.0008769902112572214,0,2024-08-14,0.5024
1576,Aurelis Essential Headphone 170,Electronics,Headphones,Aurelis,"Aurelis Essential Headphones built for outdoor use. This Electronics product features touchscreen and fast charging construction. Part of the Aurelis Headphones range, it is designed for professionals who want reliable headphones performance. Key attributes: touchscreen, fast charging, portable, noise cancelling, gaming.",6248.37,touchscreen|fast-charging|portable|noise-cancelling|gaming,0.7679,4.509704741056461e-07,1,2026-06-12,0.884
1577,Ironvale Classic Cycling 293,Sports & Outdoors,Cycling,Ironvale,"Ironvale Classic Cycling built for professional use. This Sports & Outdoors product features weather resistant and lightweight construction. Part of the Ironvale Cycling range, it is designed for enthusiasts who want reliable cycling performance. Key attributes: weather resistant, lightweight, durable, adjustable, ergonomic.",1982.76,weather-resistant|lightweight|durable|adjustable|ergonomic,0.4373,6.392718778443003e-05,0,2025-07-09,0.6464
1578,Lumitek Classic Camera 276,Electronics,Cameras,Lumitek,"Lumitek Classic Cameras built for daily use. This Electronics product features noise cancelling and waterproof construction. Part of the Lumitek Cameras range, it is designed for professionals who want reliable cameras performance. Key attributes: noise cancelling, waterproof, long battery, fast charging, portable.",4980.52,noise-cancelling|waterproof|long-battery|fast-charging|portable,0.6923,7.528466480345359e-05,0,2025-07-07,0.8488
1579,Nexovia Signature Headphone 932,Electronics,Headphones,Nexovia,"Nexovia Signature Headphones built for gifting. This Electronics product features bluetooth and wireless construction. Part of the Nexovia Headphones range, it is designed for enthusiasts who want reliable headphones performance. Key attributes: bluetooth, wireless, long battery.",22868.1,bluetooth|wireless|long-battery,0.5935,0.0005643023599810021,0,2024-12-04,0.9868
1580,Urbanknot Heritage Men's Clothing 466,Fashion,Men's Clothing,Urbanknot,"Urbanknot Heritage Men's Clothing built for daily use. This Fashion product features breathable and sustainable construction. Part of the Urbanknot Men's Clothing range, it is designed for enthusiasts who want reliable men's clothing performance. Key attributes: breathable, sustainable, handcrafted, cotton, seasonal.",1362.98,breathable|sustainable|handcrafted|cotton|seasonal,0.7151,3.4568891501583767e-07,1,2026-06-01,0.5276
1581,Fieldnote Essential Dry Fruit 222,Grocery & Gourmet,Dry Fruits,Fieldnote,"Fieldnote Essential Dry Fruits built for travel. This Grocery & Gourmet product features resealable and gluten free construction. Part of the Fieldnote Dry Fruits range, it is designed for students who want reliable dry fruits performance. Key attributes: resealable, gluten free, artisanal, cold pressed, sugar free.",440.3,resealable|gluten-free|artisanal|cold-pressed|sugar-free,0.7293,7.402643591294203e-05,0,2024-11-22,0.2008
1582,Aurelis Ultra Tablet 316,Electronics,Tablets,Aurelis,"Aurelis Ultra Tablets built for daily use. This Electronics product features professional and wireless construction. Part of the Aurelis Tablets range, it is designed for first-time buyers who want reliable tablets performance. Key attributes: professional, wireless, gaming.",7143.76,professional|wireless|gaming,0.9296,0.003509661372213283,0,2024-11-19,0.8972
1583,Wellspring Compact Fitness Nutrition 283,Health & Wellness,Fitness Nutrition,Wellspring,"Wellspring Compact Fitness Nutrition built for professional use. This Health & Wellness product features daily use and ayurvedic construction. Part of the Wellspring Fitness Nutrition range, it is designed for value-conscious shoppers who want reliable fitness nutrition performance. Key attributes: daily use, ayurvedic, rechargeable, doctor recommended, plant based.",2385.38,daily-use|ayurvedic|rechargeable|doctor-recommended|plant-based,0.9245,6.767479278032938e-05,0,2024-12-19,0.6992
